OBJECTID,id,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INST,altitud,latitud,longitud,DEPARTAMEN,MUNICIPIO,AREA_OPERA,AREA_HIDRO,ZONA_HIDRO,observacio,CORRIENTE,FECHA_SUSP,SUBZONA_HI,ENTIDAD,COMID
1091.00000000000,35027140.00000000000,PUENTE CARRETERA  - AUT [35027140],Limnigráfica,Automática con Telemetría,Activa,1968/04/14,575.00000000000,4.07019444000,-73.76250000000,Meta,Villavicencio,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Guayuriba,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012335"
1096.00000000000,35097080.00000000000,CEIBAL EL [35097080],Limnimétrica,Convencional,Activa,1981/09/15,700.00000000000,5.08138889000,-73.03416667000,Boyacá,Páez,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Upia,,Río Upía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010038"
1097.00000000000,35087020.00000000000,PAEZ [35087020],Limnigráfica,Convencional,Activa,1975/12/15,873.00000000000,5.08261111000,-73.06841667000,Boyacá,Campohermoso,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Lengupa,,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010185"
1119.00000000000,52017110.00000000000,PUENTE CARRETERA  - AUT [52017110],Limnigráfica,Automática con Telemetría,Activa,1994/10/14,892.00000000000,2.32836111000,-76.84822222000,Cauca,El Tambo (Cauca),Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,Patía,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Quilcase,,Río Patia Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9017186"
1128.00000000000,26017040.00000000000,PUENTE CARRETERA [26017040],Limnimétrica,Convencional,Activa,1963/11/15,2.00000000000,2.44772222000,-76.51397222000,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Piedras,,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9016588"
1137.00000000000,24037290.00000000000,PUENTE CHAMEZA  - AUT [24037290],Limnigráfica,Automática con Telemetría,Activa,1971/02/14,2490.00000000000,5.75988889000,-72.90652778000,Boyacá,Sogamoso,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Chicamocha,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008223"
1160.00000000000,26027200.00000000000,PUENTE CARRETERA  - AUT [26027200],Limnimétrica,Automática con Telemetría,Activa,1969/10/14,1744.00000000000,2.53675000000,-76.55844444000,Cauca,Popayán,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Palace,,Río Palacé,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9016482"
1161.00000000000,52047020.00000000000,PUENTE JUANAMBU  - AUT [52047020],Limnigráfica,Automática con Telemetría,Activa,1980/09/14,760.00000000000,1.51747222000,-77.31033333000,Nariño,Taminango,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Juanambu,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9019234"
1163.00000000000,31097020.00000000000,PUERTO INIRIDA [31097020],Limnigráfica,Convencional,Activa,1984/02/14,100.00000000000,3.86766667000,-67.93169444000,Guainía,Inírida,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Inírida,Corrección solicitada por verificación del área operativa 03,Inirida,,"R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012751"
1175.00000000000,23087660.00000000000,PUENTE LA FERIA  - AUT [23087660],Limnigráfica,Automática con Telemetría,Activa,1992/05/14,2100.00000000000,6.17266667000,-75.33786111000,Antioquia,Marinilla,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Marinilla,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007382"
1189.00000000000,35027500.00000000000,QUEBRADA RINCON  - AUT [35027500],Limnigráfica,Automática con Telemetría,Activa,2008/07/07,2943.00000000000,4.66494444000,-73.85738889000,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Quebrada Rincon,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011164"
1211.00000000000,26147080.00000000000,GUARACAS [26147080],Limnimétrica,Convencional,Activa,1989/08/15,1445.00000000000,5.27877778000,-75.82786111000,RIsaralda,Guática,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Guatica,,Río Risaralda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009403"
1216.00000000000,23067080.00000000000,CHARCO LARGO  - AUT [23067080],Limnigráfica,Automática con Telemetría,Activa,1974/09/14,940.00000000000,5.25713889000,-74.34569444000,Cundinamarca,La Palma,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Negro,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009627"
1217.00000000000,26167070.00000000000,IRRA  - AUT [26167070],Limnigráfica,Automática con Telemetría,Activa,1961/11/14,766.00000000000,5.26830556000,-75.66419444000,Caldas,Neira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cauca,,Rio Tapias y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009364"
1223.00000000000,35197190.00000000000,PAJARITO - AUT [35197190],Limnigráfica,Automática con Telemetría,Activa,1999/05/15,770.00000000000,5.28347222000,-72.70194444000,Boyacá,Pajarito,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Cusiana,,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009300"
1238.00000000000,32107030.00000000000,SAN JOSE GUAVIARE [32107030],Limnimétrica,Convencional,Activa,1988/04/15,172.00000000000,2.57344444000,-72.63791667000,Guaviare,San José Del Guaviare,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,,Guaviare,,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9016205"
1247.00000000000,21257120.00000000000,PUENTE NEGRO  - AUT [21257120],Limnigráfica,Automática con Telemetría,Activa,1986/12/14,1135.00000000000,4.94019444000,-75.08980556000,Tolima,Villahermosa,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Lagunilla,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010208"
1306.00000000000,26147140.00000000000,PUENTE NEGRO  - AUT [26147140],Limnigráfica,Automática con Telemetría,Activa,1975/05/14,947.00000000000,4.98794444000,-75.85891667000,Caldas,Belalcazar,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Risaralda,,Río Risaralda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010077"
1321.00000000000,23087150.00000000000,PUENTE REAL  - AUT [23087150],Limnigráfica,Automática con Telemetría,Activa,1973/05/14,820.00000000000,6.14347222000,-75.37994444000,Antioquia,Rionegro (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Negro,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007519"
1323.00000000000,28037030.00000000000,PUENTE SALGUERO  - AUT [28037030],Limnigráfica,Automática con Telemetría,Activa,1962/12/14,113.00000000000,10.38411111000,-73.23247222000,Cesar,Valledupar,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Cesar,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cesar,,Medio Cesar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9000743"
1370.00000000000,24037490.00000000000,PUENTE TOTUMO  - AUT [24037490],Limnimétrica,Automática con Telemetría,Activa,1995/09/14,1200.00000000000,6.43797222000,-72.63830556000,Boyacá,Boavita,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Nevado,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9006848"
1426.00000000000,35217010.00000000000,PUENTE YOPAL  - AUT [35217010],Limnigráfica,Automática con Telemetría,Activa,1974/11/14,343.00000000000,5.36900000000,-72.41372222000,Casanare,Yopal,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cravo Sur,,Río Cravo Sur,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009133"
1446.00000000000,21167050.00000000000,PUENTE CUNDAY [21167050],Limnimétrica,Convencional,Activa,1971/04/15,427.00000000000,4.05936111000,-74.68827778000,Tolima,Cunday,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,,Prado,,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012378"
1475.00000000000,26057030.00000000000,POTRERITO [26057030],Limnigráfica,Automática con Telemetría,Activa,1946/01/15,125.00000000000,3.24319444000,-76.59241667000,Valle del Cauca,Jamundí,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Jamundi,,Ríos Claro y Jamundí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9014397"
1494.00000000000,21137030.00000000000,PUENTE CARRETERA  - AUT [21137030],Limnigráfica,Automática con Telemetría,Activa,1972/02/14,385.00000000000,3.26341667000,-75.25097222000,Huila,Aipe,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Aipe,,"Río Aipe, Río Chenche y otros directos al Magdalena",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9014311"
1498.00000000000,21147050.00000000000,PUENTE VENADO [21147050],Limnimétrica,Convencional,Activa,1981/08/15,550.00000000000,3.28394444000,-74.90822222000,Huila,Colombia,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,,Venado,,Río Cabrera,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9014399"
1515.00000000000,35067030.00000000000,UBALA [35067030],Limnigráfica,Convencional,Activa,1962/12/15,1920.00000000000,4.78022222000,-73.49183333000,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,,Chivor,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010582"
1557.00000000000,26157170.00000000000,CONEJERAS2 - AUT [26157170],Limnigráfica,Automática con Telemetría,Activa,2007/12/05,4686.00000000000,4.82038889000,-75.37713889000,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Requerimiento interno,Claro,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010195"
1568.00000000000,21217120.00000000000,PUENTE CARRETERA [21217120],Limnigráfica,Convencional,Activa,1972/02/15,1156.00000000000,4.40286111000,-75.29252778000,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,,Coello,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011562"
1572.00000000000,35057010.00000000000,EL CABLE [35057010],Limnigráfica,Convencional,Activa,1968/10/14,275.00000000000,4.39622222000,-73.29252778000,Cundinamarca,Paratebueno,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Corrección solicitada por verificación del área operativa 03,Humea,,Río Humea,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011901"
1580.00000000000,21197080.00000000000,BONANZA LA HACIENDA  - AUT [21197080],Limnigráfica,Automática con Telemetría,Activa,1993/08/14,1520.00000000000,4.40002778000,-74.36358333000,Cundinamarca,Silvania,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Blanco,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011472"
1681.00000000000,22077050.00000000000,PIJAITO  - AUT [22077050],Limnigráfica,Automática con Telemetría,Activa,1992/09/14,762.00000000000,4.15038889000,-75.30600000000,Tolima,Rovira,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Chili,,Rïo Cucuana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012098"
1712.00000000000,35237020.00000000000,PUENTE CARRETERA [35237020],Limnimétrica,Convencional,Activa,1995/11/15,360.00000000000,5.72897222000,-72.00122222000,Casanare,Pore,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Pore,,Río Pauto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008647"
1718.00000000000,24037130.00000000000,LA REFORMA [24037130],Limnigráfica,Convencional,Activa,1966/06/15,2523.00000000000,5.74883333000,-73.18988889000,Boyacá,Sotaquirá,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,,Chicamocha,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008238"
1738.00000000000,23067040.00000000000,PUERTO LIBRE  - AUT [23067040],Limnigráfica,Automática con Telemetría,Activa,1974/09/14,1784.00000000000,5.75922222000,-74.63175000000,Cundinamarca,Puerto Salgar,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Negro,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008290"
1767.00000000000,21257100.00000000000,LA NUEVA - AUT [21257100],Limnigráfica,Automática con Telemetría,Activa,1977/01/14,570.00000000000,4.79508333000,-74.97194444000,Tolima,Venadillo,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Recio,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010560"
1783.00000000000,21217200.00000000000,CARMEN EL [21217200],Limnigráfica,Convencional,Activa,1979/07/15,821.00000000000,4.30061111000,-75.20655556000,Tolima,Rovira,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,,Coello,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011695"
1798.00000000000,32077110.00000000000,EL LIMON[32077110],Limnimétrica,Convencional,Activa,1983/12/15,570.00000000000,3.36890278000,-74.02961111000,Meta,San Juan De Arama,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,,Guejar,,Río Guejar,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9014073"
1800.00000000000,47017070.00000000000,EL EDEN - AUT [47017070],Limnigráfica,Automática con Telemetría,Activa,1970/02/14,1450.00000000000,1.10630556000,-76.98500000000,Putumayo,Santiago (Putumayo),Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Putumayo,,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9020413"
1806.00000000000,35197020.00000000000,VADO HONDO  - AUT [35197020],Limnigráfica,Automática con Telemetría,Activa,1973/03/14,2831.00000000000,5.50680556000,-72.75480556000,Boyacá,Aquitania,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cusiana,,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009300"
1810.00000000000,35097070.00000000000,ESCALERAS [35097070],Limnimétrica,Convencional,Activa,1971/09/15,32.00000000000,5.49194444000,-72.93850000000,Boyacá,Tota,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Lag De Tota,,Lago de Tota,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9009050"
1826.00000000000,35047030.00000000000,PUENTE CARRETERA [35047030],Limnimétrica,Convencional,Activa,1972/02/15,389.00000000000,4.31245000000,-73.41238056000,Meta,Cumaral,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,,Guacavia,,Río Guacavía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011917"
1834.00000000000,35067130.00000000000,MUNDO NUEVO [35067130],Limnigráfica,Convencional,Activa,1979/11/15,1757.00000000000,4.85283333000,-73.39297222000,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,,Rucio,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010413"
1838.00000000000,35087010.00000000000,SAN AGUSTIN [35087010],Limnigráfica,Convencional,Activa,1961/03/15,416.00000000000,4.85941667000,-73.23341667000,Boyacá,Santa María (Boyacá),Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Lengupa,,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010391"
1839.00000000000,26157200.00000000000,SIETECUERALES - AUT [26157200],Limnigráfica,Automática con Telemetría,Activa,2008/12/11,3794.00000000000,4.86022222000,-75.37463889000,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Claro,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010195"
1845.00000000000,23087230.00000000000,PUERTO BELLO  - AUT [23087230],Limnimétrica,Automática con Telemetría,Activa,1979/06/14,1729.00000000000,6.21197222000,-74.60711111000,Antioquia,Puerto Nare,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Nare,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9007305"
1863.00000000000,32097010.00000000000,MAPIRIPAN [32097010],Limnimétrica,Convencional,Activa,1983/03/15,158.00000000000,2.88972222000,-72.13011111000,Meta,Mapiripán,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,,Guaviare,,Medio Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9015333"
1893.00000000000,23127010.00000000000,BORBUR  - AUT [23127010],Limnigráfica,Automática con Telemetría,Activa,1975/03/14,457.00000000000,5.64938889000,-74.05502778000,Boyacá,Pauna,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Medio Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Minero,,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008468"
1978.00000000000,35067010.00000000000,GLORIA LA [35067010],Limnigráfica,Convencional,Activa,1963/03/15,1900.00000000000,4.81591667000,-73.41927778000,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,,Negro,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010462"
1979.00000000000,35067330.00000000000,PUENTE REYES [35067330],Limnimétrica,Convencional,Activa,2010/02/16,1773.00000000000,4.81775000000,-73.64261111000,Cundinamarca,Gachetá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Corrección error nombre,Guavio,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010454"
1980.00000000000,35197180.00000000000,MANI [35197180],Limnimétrica,Convencional,Activa,1993/09/15,290.00000000000,4.81700000000,-72.29138889000,Casanare,Mani,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,,Cusiana,,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010531"
1992.00000000000,26127150.00000000000,PIJAO [26127150],Limnimétrica,Convencional,Activa,1999/02/15,1679.00000000000,4.33391667000,-75.70297222000,Quindío,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Lejos,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011704"
2008.00000000000,35267010.00000000000,LA HERMOSA [35267010],Limnimétrica,Convencional,Activa,1997/11/14,93.00000000000,5.53333333000,-70.44197222000,Casanare,Paz De Ariporo,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Corrección solicitada por verificación del área operativa 03,Meta,,Directos al Río Meta entre ríos Pauto y Carare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008746"
2028.00000000000,24037080.00000000000,LA GRUTA  - AUT [24037080],Limnimétrica,Automática con Telemetría,Activa,1979/03/14,2500.00000000000,5.56697222000,-73.04672222000,Boyacá,Pesca,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Pesca,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008715"
2055.00000000000,26157190.00000000000,RIO CLARO - AUT [26157190],Limnigráfica,Automática con Telemetría,Activa,2008/12/09,2706.00000000000,4.90091667000,-75.45111111000,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Requerimiento interno,Claro,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010195"
2056.00000000000,21257090.00000000000,LA ESMERALDA - AUT [21257090],Limnigráfica,Automática con Telemetría,Activa,1986/10/14,2625.00000000000,4.89077778000,-74.85313889000,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Lagunilla,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010327"
2070.00000000000,21127020.00000000000,SOCORRO EL [21127020],Limnimétrica,Convencional,Activa,1971/08/15,866.00000000000,2.95425000000,-75.52105556000,Huila,Santa María (Huila),Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,,Bache,,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9015224"
2082.00000000000,21197150.00000000000,LIMONAR EL [21197150],Limnigráfica,Convencional,Activa,1975/12/15,405.00000000000,4.23255556000,-74.62055556000,Tolima,Melgar,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,,Sumapaz,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9011932"
2091.00000000000,21187030.00000000000,CUCUNUBA  - AUT [21187030],Limnigráfica,Automática con Telemetría,Activa,1968/01/14,589.00000000000,4.23205556000,-75.09272222000,Tolima,Valle De San Juan,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Luisa,,Río Luisa y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9012401"
2092.00000000000,24017740.00000000000,PUENTE CHACON  - AUT [24017740],Limnigráfica,Automática con Telemetría,Activa,1986/04/14,2130.00000000000,5.67788889000,-73.54213889000,Boyacá,Villa De Leiva,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,Cane,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9008396"
2151.00000000000,26147130.00000000000,BRETANA LA [26147130],Limnimétrica,Convencional,Activa,1974/09/15,1115.00000000000,5.05244444000,-75.94741667000,RIsaralda,Apía,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,,Mapa,,Río Risaralda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9010082"
2165.00000000000,21057050.00000000000,VEGA EL SALADO  - AUT [21057050],Limnigráfica,Automática con Telemetría,Activa,1971/06/14,1150.00000000000,2.33144444000,-75.94216667000,Huila,La Plata,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Cambio de tecnología por instalación o repotenciación de estaciones proyecto Fondo de Adaptación,La Plata,,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,"9016870"
